datetime,open,high,low,close,volume,peRatio,psRatio,pbRatio,SMA_20,SMA_50,RSI_14,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,BBL_20_2.0,BBM_20_2.0,BBU_20_2.0,BBB_20_2.0,BBP_20_2.0,ATRr_14,ADX_14,DMP_14,DMN_14,OBV,STOCHk_14_3_3,STOCHd_14_3_3,price_change_1d,price_change_3d,price_change_5d,price_change_10d,price_change_21d,volatility_21d,target,ticker
2021-10-07,143.059998,144.22,142.72,143.28999,61732700,,,,,,44.08829135608655,,,,,,,,,3.082158689391844,,10.747017250094903,27.90896708233643,50116700.0,38.82086049838062,27.786456801268915,0.00908443661971825,0.029826002587322042,0.012650106007066952,-0.024109582510386307,,,1,AAPL
2021-10-08,144.029999,144.17999,142.56,142.89999,58773200,,,,144.51099785000002,,43.0010216684138,,,,138.68310592501527,144.51099785000002,150.33888977498478,8.065672525538863,0.361784683832805,2.9438964280037916,,10.187795661183786,26.97065216189688,-8656500.0,46.74883456041499,36.26614197344614,-0.002721753278089989,0.012685068386365073,0.0017525413075738516,-0.027361897631363874,,,1,AAPL
2021-10-11,142.27,144.81,141.81,142.81,64452200,,,,144.17399785,,42.739110618843924,,,,138.78786579694912,144.17399785,149.5601299030509,7.471710756962804,0.37337872182066256,2.949081626450614,,9.229963188547796,26.785376102608918,-73108700.0,51.41297101449268,45.6608886910961,-0.0006297411217454085,0.0057042253521126796,0.026376311628575566,-0.017610235949645725,,,1,AAPL
2021-10-12,143.23,143.25,141.039993,141.50999,73035900,,,,143.84349735,,39.039808120372676,,,,138.6590304398623,143.84349735,149.0279642601377,7.208482838154103,0.2749520451719846,2.882179447929123,,8.589307674375329,27.344578228486508,-146144600.0,44.96369565217382,47.70850040902716,-0.009103074014424895,-0.012422361115385638,0.002834597122811866,-0.0028187583679797346,-0.053761350718823264,0.012290194513238133,1,AAPL
2021-10-13,141.24001,141.39999,139.2,140.91,78762700,,,,143.4374974,,37.42956608324724,,,,138.68771058666687,143.4374974,148.18728421333316,6.622796548224139,0.23393570076607778,2.831354375795524,,7.966846612666439,31.135384898571676,-224907300.0,37.75358695652162,44.71008454106271,-0.004239912673303037,-0.013925753248828165,-0.007676056338028148,-0.013442554085276281,-0.0486767485822307,0.012192982115264506,1,AAPL
2021-10-14,142.11,143.88,141.50999,143.75999,69907100,,,,143.1859974,,48.33128860092106,,,,139.11188023662416,143.1859974,147.26011456337582,5.690664223254322,0.5704438013172385,2.843459071068306,,14.85505683670012,28.296084127866965,-155000200.0,45.10137644414004,42.60621968427849,0.020225604996096713,0.006652125201316306,0.0032800616428265705,0.01597166077738499,-0.03536206827727362,0.013038602291431453,1,AAPL
2021-10-15,143.77,144.89999,143.50999,144.84,67940300,,,,143.1249975,,51.761263964431585,,,,139.190697595301,143.1249975,147.059297404699,5.497711753251214,0.717955232384757,2.7185457141895326,,17.426811312140178,27.052684964457168,-87059900.0,66.39400627099123,49.749656557217634,0.007512590951070708,0.023531978201680515,0.013575998150874513,0.015352331955999388,-0.026547417605176205,0.01319044376487108,1,AAPL
2021-10-18,143.45,146.84,143.16,146.55,85589200,,,,143.3054975,,56.666299565904474,-0.6488312911205583,,,139.09982533611054,143.3054975,147.51116966388946,5.869519644756768,0.8857293642450071,2.799993045794914,,21.355984996659195,24.040723148768276,-1470700.0,89.03415644094714,66.84317971869281,0.011806130903065482,0.04002554822226956,0.026188642251943284,0.0532557136696854,0.003354799443445078,0.012867393419927192,1,AAPL
2021-10-19,147.0099945,149.17,146.55,148.75999,76378900,,,,143.5719975,,62.038676448786156,-0.1895464328328842,,,138.73973225892365,143.5719975,148.40426274107637,6.731487093890097,1.0368075055048496,2.7849452554430356,,26.670818925678137,22.14990761364248,74908200.0,97.31657171333408,84.24824480842415,0.015080109177754819,0.034780191623552614,0.05123313202127999,0.0542129544327119,0.04071631453756819,0.012251280099125721,1,AAPL
2021-10-20,148.7,149.75,148.12,149.25999,58418800,,,,143.7424965,,63.15174521862368,0.21233824454728278,,,138.38831203641539,143.7424965,149.0966809635846,7.449688984057129,1.0152505986230127,2.6895507315272793,37.64848574806243,27.116932298014596,21.04113668921344,133327000.0,96.19538775327078,94.18203863585067,0.0033611188062059316,0.03051636288318127,0.059257611241217756,0.05112669014084492,0.04064700834183976,0.012250892253281938,0,AAPL
2021-10-21,148.81,149.64,147.87,149.48,61421000,,,,143.8749965,,63.65671103412584,0.5423360032405924,,,138.10660677841472,143.8749965,149.6433862215853,8.01861318771298,0.9858377962073261,2.6144378503897823,34.78133667539816,25.617336456871612,20.658627755734592,194748000.0,96.53938139990828,96.68378028883772,0.0014740051905404172,0.019993176390310285,0.0397886087777275,0.043199179510027275,0.02488851389177138,0.011765592239939572,1,AAPL
2021-10-22,149.69,150.17999,148.64,148.69,58883400,,,,143.9634965,,60.453147606050514,0.7316808454847603,,,137.96137741936766,143.9634965,149.96561558063232,8.33839025385484,0.8937362318628029,2.527563266948584,32.65303746675916,26.082735310682008,19.64091614403764,135864600.0,93.58778368900022,95.44085094739309,-0.005284987958255272,-0.00047048941049265824,0.026581054957194095,0.04051791746101596,0.012667710958250922,0.011777556674021038,1,AAPL
2021-10-25,148.67999,149.37,147.62,148.64,50720600,,,,144.1269965,,60.24649138329602,0.8677010968671084,,,137.81060583474735,144.1269965,150.44338716525263,8.765034752184878,0.8572454380336755,2.465280425520574,29.989891480820884,24.599679355570874,21.83824695828731,85144000.0,90.66400256943427,93.59705588611426,-0.00033627009213810233,-0.004153758820431341,0.014261344251108587,0.04082347174567591,0.011707051456574913,0.011779591484843902,1,AAPL
2021-10-26,149.33,150.84,149.0099945,149.32001,60893400,,,,144.497497,,62.14196446779147,1.0186271502650754,,,137.8825010287145,144.497497,151.11249297128552,9.155862362495467,0.8645136762693156,2.4442141308480205,28.56779039991408,27.61733169583725,20.277314352983424,146037400.0,87.09519691709204,90.44899439184218,0.004574878902045221,-0.001070310409419295,0.00376458750770281,0.055190591137770584,0.027172112540414073,0.01152200778113949,1,AAPL
2021-10-27,149.36,149.73,148.49001,148.85001,56094900,,,,144.7984975,,60.01211773871644,1.0877728940923532,,,137.96998879530065,144.7984975,151.62700620469934,9.431739724646446,0.7966615900490667,2.349342332396838,26.91649792007545,26.468957560384485,21.17785879592407,89942500.0,85.60193649880311,87.78704532844314,-0.0031476022537100246,0.0010761315488601042,-0.002746750820497801,0.05634809452842249,0.04890430554576852,0.010056919173380861,1,AAPL
2021-10-28,149.82001,153.17,149.72,152.57001,100077900,,,,145.35199799999998,,69.05301417282347,1.4263027743662349,0.8653715204873499,0.560931253878885,137.9151744796935,145.35199799999998,152.78882152030647,10.232846638002858,0.9852886437530082,2.503461517179315,27.15427090500955,33.64329021253319,18.31979716640365,190020400.0,88.516895515755,87.07134297721672,0.024991600605199782,0.026439787405812876,0.020671728659352517,0.061282836761466175,0.0681930266750681,0.011187102718632257,0,AAPL
2021-10-29,147.22,149.94,146.41,149.8,124953200,,,,145.7094985,,58.454931026711726,1.454309116183481,0.7147022898436768,0.7396068263398041,138.14035769313355,145.7094985,153.27863930686644,10.38935811980225,0.7702091032769046,2.78750510613113,25.296997596236384,27.867946142546717,24.3990881980647,65067200.0,84.82863296902795,86.31582166119536,-0.018155665061567405,0.0032145055441665793,0.007465196045463918,0.03424468378900869,0.05865724381625448,0.011829885939510593,1,AAPL
2021-11-01,148.99001,149.7,147.8,148.96001,74588300,,,,146.20049899999998,,55.66493337348948,1.3926703342319513,0.5224508063137178,0.8702195279182335,139.1429449276463,146.20049899999998,153.25805307235365,9.654623781213864,0.6955005212648513,2.7267111814539002,23.639494212134306,26.28996204644384,23.017523408933126,-9521100.0,80.48203292770235,84.6091871374951,-0.005607409879839764,0.0007389989426269672,0.0021529198062435473,0.016444967587853965,0.04423428280646924,0.01189921620488056,1,AAPL
2021-11-02,148.66,151.57001,148.64999,150.020004,69122000,,,,146.64599919999998,,58.365471486778134,1.4130648801761083,0.43427628180629974,0.9787885983698086,139.80858189179065,146.64599919999998,153.4834165082093,9.325064912114325,0.7467309400545901,2.741548655787679,22.999905704614722,29.376183429509762,21.135795718539796,59600900.0,72.90852165456373,79.40639585043135,0.007115963539475967,-0.01671367787155542,0.004687878068049933,0.008470113502965448,0.0781946528676154,0.010232142021744613,1,AAPL
2021-11-03,150.39,151.97,149.82001,151.49001,54511500,,,,147.12049969999998,,61.83718391124395,1.5302056454579827,0.44113363767053926,1.0890720077874434,140.32156603644486,147.12049969999998,153.9194333635551,9.242673424055967,0.8213379124010486,2.696383979394871,22.592993854105085,28.720417963943824,19.849104331045822,114112400.0,75.35518968469634,76.24858142232081,0.009798733240935054,0.011281775700934693,0.017735974623045214,0.014940507499699107,0.07355970519452915,0.01005070485492763,0,AAPL
2021-11-04,151.58,152.42999,150.64,150.96001,60394600,,,,147.5040007,,59.89789247233783,1.562265155061084,0.3785545178189125,1.1837106372421715,140.74744729979503,147.5040007,154.26055410020498,9.161179857008419,0.7557523855206382,2.6275208747551853,22.420721530988562,28.563980191147834,18.821762597587973,53717800.0,78.04122700695414,75.43497944873808,-0.0034985805334621922,0.013426422299515073,-0.010552532571768136,0.009901056997591695,0.063098661971831,0.010137930954498484,0,AAPL
2021-11-05,151.89,152.2,150.059998,151.28,65463900,,,,147.9230012,,60.699273715520604,1.5951056807608097,0.3291160348149105,1.2659896459458992,141.32292397231564,147.9230012,154.52307842768434,8.923665926383803,0.754315115126147,2.590649350469015,21.89505806984084,26.77944989446538,19.33912363346507,119181700.0,77.72682701913492,77.04108123692846,0.0021197004425210775,0.008398853262262307,0.009879839786381739,0.01741879077274877,0.055761117716597086,0.010041248320805298,0,AAPL
2021-11-08,151.41,151.57001,150.16,150.44,55020900,,,,148.30450119999998,,57.4535156284664,1.535649047838831,0.21572752151434527,1.3199215263244857,142.05811418437264,148.30450119999998,154.5508882156273,8.42373220648725,0.6709387198277491,2.5017301276619586,21.419134808512624,25.642708200447853,18.518211021497528,64160800.0,69.85966085196871,75.20923829268592,-0.005552617662612391,-0.006931216124416495,0.009935485369529706,0.0121097954790097,0.052764244420171025,0.010135319786535197,0,AAPL
2021-11-09,150.2,151.42999,150.059998,150.81,56787900,,,,148.7695017,,58.50602226785769,1.5010816112436487,0.14492806793533042,1.3561535433083183,143.27633528644836,148.7695017,154.26266811355165,7.384801791739346,0.6857306102147283,2.416823811397444,20.918206363819436,24.552194861554945,18.041108565108505,120948700.0,65.58185404339265,71.05611397149876,0.0024594522733316637,-0.0009937068764105383,0.0052659377345436464,0.009978501876607204,0.056018486100413156,0.010110006745532992,1,AAPL
2021-11-10,150.020004,150.13,147.85001,147.92,65187100,,,,149.1200017,,48.4287071060676,1.2263512080851342,-0.10384186817854735,1.3301930762636816,144.93987568752476,149.1200017,153.30012771247522,5.606392120199698,0.35646345392235795,2.4574277877283137,19.368712995208988,22.34146519413171,23.139369843930666,55761600.0,49.01380670611445,61.48510720049194,-0.01916318546515494,-0.022210470650449565,-0.023565976396727528,-0.006247967333022131,0.045297226012099845,0.010901953581967546,1,AAPL
2021-11-11,148.96001,149.42999,147.67999,147.87,41000000,,,,149.32550220000002,,48.273785329464936,0.9931424738944372,-0.26964048189539547,1.2627829557898327,145.88005775503441,149.32550220000002,152.77094664496562,4.614676521028438,0.28877874491246613,2.4047198493821904,18.05301148415603,21.13008874421502,22.411510404933562,14761600.0,36.34122287968449,50.31229454306387,-0.0003380205516494428,-0.017083222547194854,-0.020469063296961965,-0.030805595411575237,0.04939322972109861,0.010820220749166614,1,AAPL
2021-11-12,148.42999,150.39999,147.48,149.99001,63804000,,,,149.5830027,,54.86645914576693,0.9682288220482178,-0.23564330699329195,1.2038721290415098,146.81348477816695,149.5830027,152.35252062183307,3.7029847935163245,0.5734798097516225,2.44299300251847,16.951306582838527,22.203376249250553,20.421801581093273,78565600.0,32.29787968441826,39.217636423405736,0.01433698518969373,-0.005437238909886566,-0.008527168164991994,0.001268424566088111,0.04333625788371309,0.010402141242396457,1,AAPL
2021-11-15,150.37,151.88,149.42999,150.0,59222800,,,,149.75550270000002,,54.895632190176734,0.9384725555356681,-0.2123196588046734,1.1507922143403415,147.3583876019385,149.75550270000002,152.15261779806156,3.2013716422341965,0.5509982395500521,2.443512729085685,16.715747942700958,25.0406188232377,18.905202109446364,137788400.0,42.554289940828596,37.06446416831045,6.660443585526643e-05,0.014061654948620994,-0.0029247540547726603,0.006981672463636235,0.03562551781275891,0.01033415954700721,1,AAPL
2021-11-16,149.94,151.49001,149.34,151.0,59256200,,,,149.86750320000002,,57.833733021002494,0.9842364771508016,-0.1332445897516319,1.1174810669024335,147.4576214717563,149.86750320000002,152.27738492824372,3.216016383522033,0.7349693735437663,2.4218311214845807,16.44115038449327,23.39843784305408,17.939877996956316,197044600.0,57.98821499013826,44.28012820512837,0.006666666666666599,0.02116724149590854,0.0012598634042835233,0.006532435501068301,0.0303650631183896,0.01014240948611544,1,AAPL
2021-11-17,151.0,155.0,150.99001,153.49001,88807000,,,,150.0790042,,64.10392495492914,1.2075083077364184,0.07202179266718778,1.1354865150692306,147.21905736523308,150.0790042,152.93895103476694,3.8112550786326844,1.0963407708377866,2.538865498687716,17.66015348837653,30.862970848072013,15.85181987880869,285851600.0,67.8091512767703,56.11721873591239,0.016490132450331263,0.02333488743683665,0.03765555705786938,0.013202190692310323,0.03179631835146002,0.010241171201564305,1,AAPL
2021-11-18,153.71001,158.67,153.050003,157.87,137827700,,,,150.4985042,,71.99318277610723,1.7180765133777243,0.46607199864679494,1.2520045147309293,146.07769694311878,150.4985042,154.91931145688125,5.8748853091673885,1.3337273456703918,2.7654070728256714,19.810404068477197,36.00899981869858,13.483208435856737,423679300.0,81.05723485378768,68.95153370689876,0.028535993971203766,0.05246666666666666,0.06762696963549053,0.04577364561647812,0.057684648109650905,0.01181702946561332,0,AAPL
2021-11-19,157.64999,161.020004,156.53,160.55,117305600,,,,151.0915042,147.37240002000001,75.5361016401662,2.3123042925738844,0.8482398222743639,1.4640644702995205,144.9523416449202,151.0915042,157.2306667550798,8.12641662095491,1.2703408824200024,2.89194350332051,22.28380504959692,37.86920014204787,11.947254670232876,540984900.0,90.60035710192206,79.82224774416001,0.016975992905555293,0.0632450331125829,0.07040462228117716,0.061277102062401,0.07405672999732427,0.012211575723081245,0,AAPL
2021-11-22,161.67999,165.7,161.0,161.020004,117467900,,,,151.71050440000002,147.6018001,76.10694964994862,2.7890095179546393,1.059956038124095,1.7290534798305444,144.31660698561222,151.71050440000002,159.1044018143878,9.747377010748101,1.1295394078557686,3.0572994235337294,25.303251221311882,44.407532784571096,10.47350975176594,658452800.0,87.89783243786478,86.51847479785818,0.0029274618498909,0.04905852830421975,0.07346669333333344,0.07032706726934324,0.08292423162283957,0.01204729227932424,1,AAPL
2021-11-23,161.12,161.8,159.059998,161.41,96041900,,,,152.31500390000002,147.8676001,76.59498032476739,3.1618237256694215,1.1462161966711015,2.01560752899832,143.89590711494716,152.31500390000002,160.73410068505288,11.05484892424686,1.0401408448081448,3.034105717811187,27.051092654580096,41.47609681138301,14.455984209846912,754494700.0,82.43239445696928,86.97686133225204,0.0024220344697047924,0.022423513017039376,0.06894039735099344,0.07028711623897621,0.08591227125941892,0.012014135501335874,1,AAPL
2021-11-24,160.75,162.14,159.64,161.94,69463600,,,,152.9695034,148.12580011999998,77.27432885474623,3.460161652218943,1.1556432985764986,2.3045183536424445,143.7339966064514,152.9695034,162.20501019354862,12.074964732543688,0.9856526447615338,2.995128885229806,28.719534008958234,39.778104287953234,13.575439373415046,823958300.0,76.71058177826569,82.34693622436659,0.0032835635958119447,0.008657739022111421,0.05505237767591509,0.09478096268253111,0.08451640205488875,0.012014355536379263,1,AAPL
2021-11-26,159.57001,160.45,156.36,156.81,76959800,,,,153.1815029,148.28620032,59.325020918182226,3.2452393821114356,0.7525768227751928,2.492662559336243,143.79892466087642,153.1815029,162.56408113912357,12.250275733681386,0.6933635407840171,3.183470696795666,28.695422350090876,34.69785206838071,19.34890427097427,746998500.0,69.00841566044645,76.05046396522714,-0.03167839940718786,-0.026145844587111,-0.006714385253689725,0.06045851085412868,0.053476583575641,0.01425927014658577,1,AAPL
2021-11-29,159.37,161.19,158.78999,160.24001,88748200,,,,153.7035034,148.56980056,65.15325962308972,3.3134892345102287,0.6566613401391885,2.65682789437104,143.97620015352499,153.7035034,163.430806646475,12.657230357541744,0.8359876028522466,3.270528682119555,28.848580681813576,32.96312337527591,17.46352903755788,835746700.0,66.86792901573371,70.86230881814862,0.02187366877112429,-0.007248559568799884,-0.0019308003737154023,0.06833788463645019,0.050272002997181486,0.014028620097660947,1,AAPL
2021-11-30,159.99001,165.52,159.92,165.3,174048100,,,,154.52050290000003,149.01700055999999,71.61485870946753,3.73284670593938,0.8608150492546716,2.8720316566847086,143.8272304135964,154.52050290000003,165.21377538640365,13.840587217508503,1.0040317224547486,3.439792967683617,29.87316778225009,38.2104564552786,15.397693717494457,1009794800.0,73.01502012440552,69.63045493352857,0.03157756917264298,0.0207484253427197,0.02658052349818596,0.10200000000000009,0.10347129506008002,0.014566814476912082,1,AAPL
2021-12-01,167.48,170.3,164.53,164.77,152052500,,,,155.25800270000002,149.44380076000002,70.14761699651423,3.9765843635440774,0.8836421654874949,3.0929421980565825,143.89446483808047,155.25800270000002,166.62154056191957,14.638263618368127,0.9185315090943519,3.6089021102867136,31.539788475219726,43.38912358036162,13.611086983196577,857742300.0,81.20148907131434,73.6948127371512,-0.003206291591046573,0.05076206874561584,0.020816554116845465,0.09119205298013244,0.10613580114555576,0.014490256810080055,1,AAPL
2021-12-02,158.74001,164.2,157.8,163.75999,136739200,,,,155.8715017,149.80200036,67.31714600347874,4.041659116783734,0.7589735349817208,3.282685581802013,144.07143083327648,155.8715017,167.67157256672354,15.140767539963376,0.8342559713876675,3.8525469324843553,30.774838257894856,37.698737371559396,24.489214287414825,721003100.0,81.63745555746898,78.61798825106295,-0.006129817321114395,0.02196692324220373,0.011238668642707061,0.06690976174931507,0.0915876925319905,0.014676746605552836,1,AAPL
2021-12-03,164.020004,164.96001,159.72,161.84,118023100,,,,156.4155012,150.10220036,62.180736677223166,3.8934232212673976,0.48859011157230725,3.4048331096950903,144.56822409159724,156.4155012,168.26277830840274,15.148469323707605,0.7289344104289015,3.9530170427634297,30.209687947423053,35.47230908399894,22.138533120604652,602980000.0,68.91505364474266,77.25133275784201,-0.011724414492208846,-0.020931639443436234,0.03207703590332245,0.025147273072781307,0.06832127082175243,0.015019891840155505,1,AAPL
2021-12-06,164.28999,167.88,164.28,165.32001,107497000,,,,157.1175017,150.47020056000002,67.08323335308769,4.010522126817079,0.4845512136975909,3.5259709131194885,144.91216938358602,157.1175017,169.32283401641396,15.536566180537703,0.8360215063120039,4.103992762047349,30.203850465756126,36.842752430393055,19.781490699688703,710477000.0,69.07293183125817,73.20848034448994,0.021502780523974252,0.003338046974570519,0.03170244435206904,0.029710432886951077,0.09512452999969989,0.015442369331651417,1,AAPL
2021-12-07,169.080002,171.58,168.34,171.17999,120405400,,,,158.1545012,150.98640035999998,73.34834425432601,4.524025119748416,0.7984433653031413,3.7255817544452743,144.91435109703946,158.1545012,171.39465130296054,16.743311132469422,0.9918935472297804,4.259818809815278,30.76664207722177,39.207330362072675,17.680455229417074,830882400.0,77.97839005600808,71.98879184400299,0.03544628384670445,0.04531021283037462,0.03557162734422259,0.06309766331890043,0.13154409042834492,0.016840129513340303,1,AAPL
2021-12-08,172.13,175.96001,170.7,175.080002,116998900,,,,159.3680013,151.64980039999998,76.54762866131016,5.185898506008016,1.168253401250193,4.017645104757823,144.6738725177643,159.3680013,174.0621300822357,18.440500806149856,1.0346353272401845,4.332047071953479,31.85044512629663,43.070895943615085,16.1301722236581,947881300.0,90.15220480876177,79.06784223200935,0.022783106833923705,0.08180920662382607,0.06257208229653455,0.08469117155070949,0.16378624036160594,0.016999544739792906,1,AAPL
2021-12-09,174.91,176.75,173.92,174.56,108923700,,,,160.7000013,152.28440039999998,75.25056241270424,5.603880076370871,1.268987977290438,4.334892099080433,145.574904843576,160.7000013,175.825097756424,18.824015350426745,0.958178853269836,4.2236627381178105,32.94599924328852,42.338128198773624,15.350307677116174,838957600.0,94.49184986783253,87.54081491086747,-0.002970082214186931,0.05589154029206744,0.0659502360741473,0.07793009756700009,0.15748292553544196,0.017119090677563863,0,AAPL
2021-12-10,175.21001,179.63,174.69,179.45,115402700,,,,162.27900129999998,153.0434004,78.87553455636635,6.257582103562612,1.5381520035857434,4.719430099976869,146.27318103378022,162.27900129999998,178.28482156621973,19.726298705314697,1.0363985854645439,4.284688030630822,34.28704230385079,43.5724312431482,14.040606416518369,954360300.0,94.88158719766231,93.17521395808554,0.02801329055911994,0.048311779899040674,0.10881117152743447,0.1443785472865251,0.21315575987020008,0.016583567807642245,0,AAPL
2021-12-13,181.12,182.13,175.53,175.74001,153237000,,,,163.5665013,153.7052008,70.4452953685597,6.402476716279068,1.3464372930417596,5.0560394232373085,147.5792705515391,163.5665013,179.5537320484609,19.548294573029285,0.8807259960006512,4.451521115691537,35.7874079690599,42.964158407403204,12.540596856029397,801123300.0,87.89655894043919,92.42333200197801,-0.020674226804123563,0.0037697509279215335,0.06302927274199899,0.0967298991057226,0.1884764320010821,0.01773298588810765,0,AAPL
2021-12-14,175.25,177.74001,172.21001,174.33,139380400,,,,164.7830013,154.4090008,67.49280039737602,6.330556008677661,1.0196132683522823,5.310942740325379,149.41964726017736,164.7830013,180.14635533982263,18.646770502562315,0.8107068507063524,4.5291836799422605,36.10902477340645,39.186596536194834,16.716560635530406,661742900.0,81.38749423917251,88.05521345909135,-0.008023272560414685,-0.0013175985334554774,0.018401741932570603,0.05462794918330305,0.16227740767535126,0.018027890120720303,0,AAPL
2021-12-15,175.11,179.5,172.31,179.3,131063300,,,,166.1980013,155.1728008,71.9546676258188,6.598532023990771,1.030071426932314,5.568460597058457,150.96060740744286,166.1980013,181.4353951925571,18.336434582089193,0.9299291201758538,4.7206806973563955,36.62959792204033,37.5743417847388,14.88416895727399,792806200.0,77.98474970896396,82.4229342961919,0.028509149314518423,-0.0008358874338254552,0.02410325537921798,0.08818352855495548,0.19533333333333336,0.018515876642934997,0,AAPL
2021-12-16,179.28,181.14,170.75,172.25999,150185800,,,,167.1365003,155.77800059999998,59.49707153560212,6.17169155708234,0.4825847680191071,5.689106789063233,152.8639397739926,167.1365003,181.4090608260074,17.07892710495793,0.6794874048936066,5.128476992392304,37.31312596290974,34.39896399349157,12.715146315961045,642620400.0,72.72774765739675,77.36666386851108,-0.03926385945343014,-0.019802092875720323,-0.013176042621448336,0.05190523033129146,0.14079463576158924,0.021274704613406338,1,AAPL
2021-12-17,169.92999,173.47,169.69,171.14,195432700,,,,167.80000030000002,156.3350008,57.783107439496746,5.677595788910992,-0.009208800121792926,5.686804589032785,154.08952797494334,167.80000030000002,181.5104726250567,16.341444935094774,0.6218046913634011,5.0315291784336456,37.59735497721872,32.5410241551717,13.542990478476332,447187700.0,67.76014162081619,72.82421299572565,-0.00650174193090336,-0.018298629036884173,-0.0463081638339371,0.057464162135442365,0.11499113199614741,0.021326866505109097,1,AAPL
2021-12-20,168.28,170.58,167.46001,169.75,107499100,,,,168.2600003,156.872001,55.640785568303386,5.1148985826353055,-0.4575248051179832,5.572423387753289,154.9416426583031,168.2600003,181.5783579416969,15.830687766493375,0.5559378168121545,4.934406443901079,37.15033505743353,30.797069459419827,16.064770813300274,339688600.0,54.4595013015481,64.98246352658701,-0.008122005375715724,-0.05326268823201341,-0.03408449788980905,0.026796453738419324,0.07525178944701327,0.020834175688639538,1,AAPL
